description,city_name,date
"In Delhi during 03/1998, the average temperature was 19.63°C, with highs up to 32.40°C and lows down to 9.30°C. There were 75.00 hours of precipitation and total precipitation of 44.90 mm. There were 318.65 hours of sunshine, with an average of 12.00 hours of daylight. The most frequent weather was Cloudy occurring on 11 days.",Delhi,1998-03
"In Delhi during 04/1998, the average temperature was 29.12°C, with highs up to 41.10°C and lows down to 17.50°C. There were 20.00 hours of precipitation and total precipitation of 10.80 mm. There were 353.94 hours of sunshine, with an average of 12.85 hours of daylight. The most frequent weather was Cloudy occurring on 12 days.",Delhi,1998-04
"In Delhi during 05/1998, the average temperature was 33.84°C, with highs up to 46.80°C and lows down to 20.40°C. There were 20.00 hours of precipitation and total precipitation of 35.10 mm. There were 376.93 hours of sunshine, with an average of 13.57 hours of daylight. The most frequent weather was Sunny occurring on 8 days.",Delhi,1998-05
"In Delhi during 06/1998, the average temperature was 32.82°C, with highs up to 44.20°C and lows down to 23.00°C. There were 97.00 hours of precipitation and total precipitation of 105.40 mm. There were 318.65 hours of sunshine, with an average of 13.93 hours of daylight. The most frequent weather was Cloudy occurring on 10 days.",Delhi,1998-06
"In Delhi during 07/1998, the average temperature was 29.17°C, with highs up to 36.60°C and lows down to 25.10°C. There were 303.00 hours of precipitation and total precipitation of 298.60 mm. There were 256.52 hours of sunshine, with an average of 13.76 hours of daylight. The most frequent weather was Rain occurring on 11 days.",Delhi,1998-07
"In Delhi during 08/1998, the average temperature was 28.84°C, with highs up to 35.00°C and lows down to 24.20°C. There were 207.00 hours of precipitation and total precipitation of 114.90 mm. There were 292.24 hours of sunshine, with an average of 13.15 hours of daylight. The most frequent weather was Light Drizzle occurring on 9 days.",Delhi,1998-08
"In Delhi during 09/1998, the average temperature was 28.46°C, with highs up to 35.20°C and lows down to 23.60°C. There were 124.00 hours of precipitation and total precipitation of 102.50 mm. There were 298.74 hours of sunshine, with an average of 12.34 hours of daylight. The most frequent weather was Light Drizzle occurring on 8 days.",Delhi,1998-09
"In Delhi during 10/1998, the average temperature was 24.79°C, with highs up to 33.00°C and lows down to 14.00°C. There were 58.00 hours of precipitation and total precipitation of 124.60 mm. There were 300.85 hours of sunshine, with an average of 11.49 hours of daylight. The most frequent weather was Sunny occurring on 14 days.",Delhi,1998-10
"In Delhi during 11/1998, the average temperature was 19.77°C, with highs up to 28.50°C and lows down to 10.60°C. There were 4.00 hours of precipitation and total precipitation of 0.80 mm. There were 292.41 hours of sunshine, with an average of 10.74 hours of daylight. The most frequent weather was Sunny occurring on 19 days.",Delhi,1998-11
"In Delhi during 12/1998, the average temperature was 15.31°C, with highs up to 27.70°C and lows down to 6.10°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 286.51 hours of sunshine, with an average of 10.36 hours of daylight. The most frequent weather was Sunny occurring on 12 days.",Delhi,1998-12
"In Delhi during 01/1999, the average temperature was 12.57°C, with highs up to 23.20°C and lows down to 5.20°C. There were 40.00 hours of precipitation and total precipitation of 30.40 mm. There were 272.10 hours of sunshine, with an average of 10.55 hours of daylight. The most frequent weather was Cloudy occurring on 19 days.",Delhi,1999-01
"In Delhi during 02/1999, the average temperature was 16.87°C, with highs up to 27.20°C and lows down to 3.80°C. There were 9.00 hours of precipitation and total precipitation of 6.70 mm. There were 269.23 hours of sunshine, with an average of 11.18 hours of daylight. The most frequent weather was Cloudy occurring on 16 days.",Delhi,1999-02
"In Delhi during 03/1999, the average temperature was 23.17°C, with highs up to 38.30°C and lows down to 11.40°C. There were 2.00 hours of precipitation and total precipitation of 0.70 mm. There were 344.08 hours of sunshine, with an average of 11.99 hours of daylight. The most frequent weather was Sunny occurring on 12 days.",Delhi,1999-03
"In Delhi during 04/1999, the average temperature was 30.83°C, with highs up to 43.40°C and lows down to 17.90°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 356.95 hours of sunshine, with an average of 12.84 hours of daylight. The most frequent weather was Sunny occurring on 21 days.",Delhi,1999-04
"In Delhi during 05/1999, the average temperature was 33.09°C, with highs up to 43.80°C and lows down to 23.60°C. There were 24.00 hours of precipitation and total precipitation of 11.60 mm. There were 372.75 hours of sunshine, with an average of 13.56 hours of daylight. The most frequent weather was Mainly Sunny occurring on 10 days.",Delhi,1999-05
"In Delhi during 06/1999, the average temperature was 33.56°C, with highs up to 42.30°C and lows down to 22.30°C. There were 40.00 hours of precipitation and total precipitation of 17.80 mm. There were 366.52 hours of sunshine, with an average of 13.93 hours of daylight. The most frequent weather was Light Drizzle occurring on 8 days.",Delhi,1999-06
"In Delhi during 07/1999, the average temperature was 31.15°C, with highs up to 41.40°C and lows down to 24.90°C. There were 200.00 hours of precipitation and total precipitation of 391.80 mm. There were 263.06 hours of sunshine, with an average of 13.77 hours of daylight. The most frequent weather was Rain occurring on 8 days.",Delhi,1999-07
"In Delhi during 08/1999, the average temperature was 29.19°C, with highs up to 35.40°C and lows down to 24.90°C. There were 177.00 hours of precipitation and total precipitation of 88.70 mm. There were 301.68 hours of sunshine, with an average of 13.15 hours of daylight. The most frequent weather was Light Drizzle occurring on 8 days.",Delhi,1999-08
"In Delhi during 09/1999, the average temperature was 27.63°C, with highs up to 34.10°C and lows down to 23.30°C. There were 150.00 hours of precipitation and total precipitation of 124.40 mm. There were 267.51 hours of sunshine, with an average of 12.34 hours of daylight. The most frequent weather was Light Drizzle occurring on 5 days.",Delhi,1999-09
"In Delhi during 10/1999, the average temperature was 24.69°C, with highs up to 33.60°C and lows down to 16.40°C. There were 36.00 hours of precipitation and total precipitation of 14.50 mm. There were 323.58 hours of sunshine, with an average of 11.49 hours of daylight. The most frequent weather was Sunny occurring on 20 days.",Delhi,1999-10
"In Delhi during 11/1999, the average temperature was 20.86°C, with highs up to 32.10°C and lows down to 11.00°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 293.67 hours of sunshine, with an average of 10.75 hours of daylight. The most frequent weather was Sunny occurring on 19 days.",Delhi,1999-11
"In Delhi during 12/1999, the average temperature was 15.12°C, with highs up to 25.90°C and lows down to 5.60°C. There were 1.00 hours of precipitation and total precipitation of 0.10 mm. There were 292.49 hours of sunshine, with an average of 10.36 hours of daylight. The most frequent weather was Sunny occurring on 21 days.",Delhi,1999-12
"In Delhi during 01/2000, the average temperature was 13.69°C, with highs up to 23.00°C and lows down to 3.60°C. There were 51.00 hours of precipitation and total precipitation of 41.70 mm. There were 289.41 hours of sunshine, with an average of 10.55 hours of daylight. The most frequent weather was Sunny occurring on 12 days.",Delhi,2000-01
"In Delhi during 02/2000, the average temperature was 14.21°C, with highs up to 27.70°C and lows down to 6.00°C. There were 38.00 hours of precipitation and total precipitation of 41.60 mm. There were 277.53 hours of sunshine, with an average of 11.18 hours of daylight. The most frequent weather was Sunny occurring on 9 days.",Delhi,2000-02
"In Delhi during 03/2000, the average temperature was 21.54°C, with highs up to 37.70°C and lows down to 9.90°C. There were 10.00 hours of precipitation and total precipitation of 3.20 mm. There were 346.16 hours of sunshine, with an average of 12.01 hours of daylight. The most frequent weather was Sunny occurring on 13 days.",Delhi,2000-03
"In Delhi during 04/2000, the average temperature was 29.88°C, with highs up to 41.30°C and lows down to 16.80°C. There were 13.00 hours of precipitation and total precipitation of 5.80 mm. There were 352.90 hours of sunshine, with an average of 12.86 hours of daylight. The most frequent weather was Sunny occurring on 11 days.",Delhi,2000-04
"In Delhi during 05/2000, the average temperature was 33.76°C, with highs up to 43.40°C and lows down to 23.60°C. There were 28.00 hours of precipitation and total precipitation of 42.40 mm. There were 377.54 hours of sunshine, with an average of 13.58 hours of daylight. The most frequent weather was Partly Cloudy occurring on 7 days.",Delhi,2000-05
"In Delhi during 06/2000, the average temperature was 31.59°C, with highs up to 40.60°C and lows down to 23.40°C. There were 63.00 hours of precipitation and total precipitation of 117.80 mm. There were 336.27 hours of sunshine, with an average of 13.93 hours of daylight. The most frequent weather was Cloudy occurring on 8 days.",Delhi,2000-06
"In Delhi during 07/2000, the average temperature was 28.52°C, with highs up to 38.40°C and lows down to 23.60°C. There were 311.00 hours of precipitation and total precipitation of 264.30 mm. There were 227.61 hours of sunshine, with an average of 13.75 hours of daylight. The most frequent weather was Light Drizzle occurring on 11 days.",Delhi,2000-07
"In Delhi during 08/2000, the average temperature was 28.86°C, with highs up to 36.40°C and lows down to 24.20°C. There were 191.00 hours of precipitation and total precipitation of 136.20 mm. There were 321.39 hours of sunshine, with an average of 13.13 hours of daylight. The most frequent weather was Light Rain occurring on 7 days.",Delhi,2000-08
"In Delhi during 09/2000, the average temperature was 28.57°C, with highs up to 36.30°C and lows down to 20.40°C. There were 28.00 hours of precipitation and total precipitation of 12.20 mm. There were 336.22 hours of sunshine, with an average of 12.32 hours of daylight. The most frequent weather was Mainly Sunny occurring on 8 days.",Delhi,2000-09
